,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
74495,gdb_74496,CC1=CC2(CC2C1)C#C,3.39597,1.17576,0.99774,1.232,89.65,-0.2186,0.0178,0.2364,1249.4712,0.158419,-348.730407,-348.721848,-348.720904,-348.763128,33.728
118094,gdb_118095,CCCC(O)C1(O)CC1,3.03494,0.83306,0.78775,2.0873,82.31,-0.2536,0.063,0.3167,1615.9747,0.203547,-425.415818,-425.40524,-425.404296,-425.451524,39.631
79013,gdb_79014,CC1C2C3C4OC2C1C34,3.73743,1.70131,1.55833,1.4237,75.97,-0.2365,0.092,0.3285,917.6722,0.162625,-385.871801,-385.865481,-385.864537,-385.902123,27.285
95227,gdb_95228,CC1COC2CC2C=C1,3.1993,1.36261,1.06968,1.2154,84.55,-0.2345,0.0164,0.2509,1188.3893,0.183755,-387.076454,-387.068251,-387.067307,-387.108744,32.882
37998,gdb_37999,C1C2C=C3CC4C(C12)C34,3.26921,1.81937,1.50904,0.7381,85.33,-0.2203,-0.0056,0.2148,929.9413,0.162135,-348.663606,-348.657204,-348.656259,-348.69388,27.982
128671,gdb_128672,COC1=NNC(=N)C=C1,4.86805,1.07409,0.88483,2.788,78.37,-0.1999,-0.048,0.1519,1264.658,0.125945,-434.074565,-434.06655,-434.065606,-434.107233,30.049
60420,gdb_60421,CC(C)CCCC(=O)N,4.26796,0.56339,0.5128,3.3615,87.01,-0.2427,0.0361,0.2788,2189.2787,0.215054,-405.602269,-405.590499,-405.589555,-405.64121,41.398
22219,gdb_22220,CC(CC#N)C(C)=NO,3.31123,0.84679,0.72684,4.0852,79.51,-0.2581,-0.0011,0.2569,1542.6281,0.156463,-419.194565,-419.184064,-419.18312,-419.230799,37.004
14145,gdb_14146,CC1CC11CCCC1,3.85755,1.4788,1.28585,0.14,81.94,-0.2527,0.0902,0.3429,1068.004,0.201884,-313.080525,-313.072365,-313.071421,-313.113322,31.845
55331,gdb_55332,NC(=O)C1OCC1C#C,1.96181,1.74258,1.16173,4.1527,70.23,-0.241,0.0117,0.2527,1083.9747,0.122614,-437.854263,-437.845132,-437.844188,-437.889291,32.782
65822,gdb_65823,CC1(CCC(=N)O1)C#N,2.59899,1.3163,1.23758,3.87,74.06,-0.2781,0.0084,0.2865,1106.7316,0.136127,-418.050016,-418.041589,-418.040644,-418.083125,31.566
56000,gdb_56001,CC(=N)OC1OCC=C1,4.00884,0.97938,0.92852,2.0734,76.21,-0.2455,0.0066,0.2522,1333.0299,0.147086,-439.100189,-439.091394,-439.09045,-439.134956,31.647
12235,gdb_12236,CC1C(CO)OC1=N,3.29544,1.55857,1.1818,1.2956,65.64,-0.2628,0.0217,0.2846,1024.1163,0.14188,-400.997438,-400.989157,-400.988213,-401.030412,30.08
31038,gdb_31039,CCc1cc([nH]c1O)O,2.5412,1.21134,0.86805,0.5403,75.33,-0.1608,0.0578,0.2187,1330.7576,0.146216,-439.118055,-439.108126,-439.107182,-439.153057,35.86
42691,gdb_42692,O=C1C2C3CC4C1N4C23,3.01122,1.97023,1.71662,3.0645,70.48,-0.2423,-0.0244,0.2179,837.8137,0.127916,-400.751448,-400.745581,-400.744637,-400.781529,24.765
102480,gdb_102481,CNC(=O)C(CO)OC,2.23136,1.09094,0.86812,4.2115,73.04,-0.2403,0.0268,0.2671,1420.1722,0.168976,-477.438744,-477.427841,-477.426897,-477.475556,37.433
50496,gdb_50497,O=CC1CCC(O1)C#N,4.44693,0.99231,0.9292,2.0826,68.71,-0.2641,-0.0441,0.2199,1233.8604,0.123963,-437.908387,-437.900026,-437.899082,-437.942578,29.562
109143,gdb_109144,C1C(=O)CN=C(N1)CO,4.06625,1.01982,0.85193,2.7349,70.56,-0.2258,-0.0225,0.2033,1306.8985,0.13658,-455.166979,-455.158286,-455.157342,-455.201452,31.404
26055,gdb_26056,OC(C#N)C1=CC=CO1,3.31859,1.148,1.0613,4.0828,68.71,-0.2456,-0.0204,0.2253,1141.2818,0.101372,-436.712401,-436.704471,-436.703527,-436.745752,28.533
104601,gdb_104602,[NH3+]CC1(CC([O-])=O)CO1,2.79672,1.18071,0.94837,10.4299,72.1,-0.1935,0.0052,0.1988,1245.302,0.144964,-476.155268,-476.14642,-476.145475,-476.189205,33.045
59183,gdb_59184,CC(O)C1N2CC1(O)C2,2.62058,1.347,1.19455,2.2245,75.48,-0.2454,0.056,0.3014,1148.0168,0.170312,-440.201324,-440.192434,-440.19149,-440.23488,34.611
117596,gdb_117597,CCCC(C#N)(C#N)O,2.17047,1.1077,0.91841,4.7308,73.66,-0.327,-0.0338,0.2932,1352.2436,0.133155,-418.020971,-418.010776,-418.009832,-418.056393,35.566
39703,gdb_39704,C1CC11C2C3C4C3N2C14,4.30398,1.54602,1.50754,1.7571,78.53,-0.2185,0.0768,0.2952,933.0595,0.149693,-364.697622,-364.691312,-364.690368,-364.728028,26.882
18720,gdb_18721,CC1COCC2OC12,3.18702,2.17076,1.4914,1.0967,66.96,-0.2503,0.0799,0.3302,876.6638,0.155061,-384.928349,-384.921123,-384.920179,-384.959599,27.877
127961,gdb_127962,CN=C1OC(=O)NN=C1,2.99248,1.42529,0.97122,1.4175,71.37,-0.2578,-0.0677,0.1901,1136.6197,0.101307,-470.035032,-470.026941,-470.025997,-470.068981,28.298
9582,gdb_9583,CC1(OC1C#C)C=O,4.638,1.28591,1.20125,2.181,66.29,-0.2599,-0.0469,0.213,1001.5078,0.103016,-382.494644,-382.486271,-382.485327,-382.527545,29.653
27234,gdb_27235,CC1=C2CCN2C(=O)O1,2.18051,1.96175,1.05708,5.4732,73.52,-0.2023,0.0247,0.2269,1098.3579,0.125068,-437.910184,-437.902317,-437.901373,-437.94305,28.811
82049,gdb_82050,CC1N2CC2C11CCC1,2.72937,1.43391,1.23583,1.6279,85.12,-0.2227,0.0819,0.3045,1140.7819,0.194795,-367.158386,-367.149908,-367.148964,-367.191215,33.538
99807,gdb_99808,CC(CN)(C#N)C(N)=O,2.01913,1.48031,1.10339,1.2335,72.58,-0.2534,0.0141,0.2674,1167.6706,0.146727,-435.311455,-435.301096,-435.300152,-435.346922,37.103
111919,gdb_111920,CCC1C=C(C)CC1C,2.278,1.16995,0.86927,0.2378,95.75,-0.2229,0.0334,0.2563,1486.9537,0.228682,-352.38712,-352.376924,-352.37598,-352.421865,38.916
83437,gdb_83438,OC1C2OCC12C1CC1,3.2219,1.19841,1.07134,1.849,75.07,-0.2333,0.0581,0.2913,1189.0919,0.159095,-422.955162,-422.946932,-422.945988,-422.988291,31.864
61043,gdb_61044,OC(C=O)C1CNC1=O,2.89357,1.20018,0.88633,3.3602,66.2,-0.2597,-0.0408,0.219,1236.5272,0.123139,-475.046308,-475.03755,-475.036606,-475.080502,31.146
118768,gdb_118769,CC1(C)CC1(O)CCO,2.9545,0.90875,0.79819,0.4818,82.66,-0.2465,0.0683,0.3148,1540.0893,0.202337,-425.411567,-425.400406,-425.399461,-425.447542,41.186
66329,gdb_66330,CC1(OCCC=C1)C#N,2.53243,1.40618,1.31282,3.9343,78.02,-0.2695,-0.0082,0.2613,1084.3232,0.147889,-401.971229,-401.962804,-401.96186,-402.004057,32.084
103911,gdb_103912,OCC1(O)CC1NC=O,2.17922,1.55742,1.09816,4.4926,69.26,-0.2442,0.0038,0.248,1125.7771,0.147321,-476.229104,-476.220235,-476.219291,-476.262461,33.626
131476,gdb_131477,OC1CC1C1=CC=NN1,3.87186,1.1927,0.99093,4.3262,75.53,-0.218,0.029,0.247,1179.5469,0.138419,-418.00928,-418.001574,-418.00063,-418.041867,29.654
109328,gdb_109329,CCC1=CCCC1C=O,1.78578,1.55676,0.98115,2.6156,85.76,-0.2309,-0.0253,0.2056,1298.0088,0.181891,-387.12364,-387.114038,-387.113094,-387.159352,34.488
62967,gdb_62968,CC1(O)C2OC2C11CO1,2.15788,1.8784,1.43737,1.7111,67.79,-0.2494,0.0571,0.3065,977.1053,0.132904,-458.88615,-458.877775,-458.876831,-458.918619,32.22
95016,gdb_95017,CC1COC2C3CN3C12,2.50182,1.86881,1.40354,0.9196,76.44,-0.2337,0.0677,0.3014,997.2914,0.173087,-403.098593,-403.09096,-403.090015,-403.130516,30.352
99861,gdb_99862,CCC(C)(C#N)C(C)O,2.0118,1.36606,1.03394,4.739,82.18,-0.2817,0.0474,0.3291,1291.438,0.191264,-404.371912,-404.360762,-404.359818,-404.407582,40.647
4750,gdb_4751,Cn1ccc(c1)C#C,6.52424,1.29318,1.08686,3.1257,78.97,-0.202,0.0165,0.2185,1055.5507,0.118998,-325.533012,-325.5253,-325.524356,-325.565136,28.454
23303,gdb_23304,CC1=CC(=NO)C2OC12,2.96375,1.30397,0.96016,2.1182,78.22,-0.2314,-0.0453,0.1861,1196.5811,0.1235,-437.835437,-437.827393,-437.826449,-437.867966,30.494
85202,gdb_85203,OC1CC(=O)C1CC#N,2.70908,1.1901,0.91745,6.9041,69.88,-0.2569,-0.0354,0.2215,1239.8024,0.122515,-437.899835,-437.890886,-437.889942,-437.934497,31.848
31509,gdb_31510,CCc1cc(c(o1)C)N,3.07919,1.0856,0.85361,1.3242,85.22,-0.1793,0.0334,0.2128,1416.0764,0.170339,-403.19099,-403.181084,-403.18014,-403.22612,35.946
4412,gdb_4413,c1nc(oc(=O)n1)N,4.12763,2.10024,1.39197,5.7828,56.11,-0.2653,-0.0577,0.2076,790.9731,0.073619,-430.794203,-430.787629,-430.786685,-430.825104,23.632
113108,gdb_113109,COC1CN(C1)CC=O,5.77501,0.67073,0.6457,3.6216,78.17,-0.2254,-0.0243,0.2011,1744.5958,0.168208,-440.247162,-440.237352,-440.236408,-440.283112,34.183
85914,gdb_85915,CC1CC(C)(O)C=C1C,2.42823,1.30711,1.07709,1.3766,88.4,-0.2338,0.0205,0.2543,1280.1094,0.203892,-388.320722,-388.310501,-388.309556,-388.355065,39.14
30444,gdb_30445,CN=C1OC(N)=CC=N1,3.68397,1.22952,0.92738,5.0684,82.29,-0.2009,-0.0358,0.1651,1227.0561,0.124572,-434.101889,-434.093281,-434.092337,-434.135478,31.39
100970,gdb_100971,CCC(O)C1(C)CC1C,2.29023,1.0725,0.96958,1.3754,89.14,-0.2538,0.0701,0.3239,1447.5078,0.226213,-389.488879,-389.477509,-389.476565,-389.52515,42.098
81122,gdb_81123,CC1C2CC1(CC#C)C2,3.19667,1.11791,0.98596,0.715,88.73,-0.2559,0.0571,0.313,1293.091,0.181671,-349.87693,-349.867962,-349.867018,-349.910683,34.877
117432,gdb_117433,COCC(=O)CCC#C,6.34722,0.56147,0.52259,3.3254,79.83,-0.2482,-0.017,0.2312,2065.8949,0.154423,-422.994491,-422.983592,-422.982648,-423.033131,36.742
45367,gdb_45368,O=C1CC2CCC(C2)O1,2.83951,1.59789,1.39776,4.5594,73.79,-0.2555,0.016,0.2716,999.6324,0.162866,-423.091514,-423.084404,-423.08346,-423.123239,28.612
30234,gdb_30235,OC1CN2C1=COC2=O,3.71977,1.32927,1.04524,3.8859,64.39,-0.2209,0.0043,0.2252,1070.404,0.101887,-473.824644,-473.817361,-473.816417,-473.856841,27.135
51012,gdb_51013,N=COC1(CC=O)CC1,2.242,1.13534,0.84614,3.9614,74.88,-0.2498,-0.0275,0.2223,1369.6026,0.144684,-439.071393,-439.061869,-439.060925,-439.107147,33.545
2201,gdb_2202,OC1CC(O)C1=O,4.77857,2.26281,1.70441,1.0151,50.46,-0.2582,-0.0386,0.2196,703.6578,0.100187,-381.581478,-381.574371,-381.573427,-381.612486,25.358
39087,gdb_39088,C1C2COC11CC=CC21,3.45108,1.73693,1.48095,1.3631,79.27,-0.2306,0.0137,0.2444,936.0444,0.162488,-385.863126,-385.856771,-385.855827,-385.893338,27.742
17797,gdb_17798,C1CN(C1)C2COC2,5.57569,1.26712,1.10334,2.5256,72.11,-0.2199,0.0719,0.2919,1094.0108,0.166435,-365.006664,-364.998928,-364.997984,-365.039851,27.907
46961,gdb_46962,O=C1CCC2CC=CC12,2.6258,1.72352,1.22535,2.9057,79.41,-0.2237,-0.0155,0.2082,1044.386,0.161707,-385.939505,-385.932079,-385.931135,-385.971819,29.299
1151,gdb_1152,OC12CC(O)(C1)C2,6.02667,2.05106,2.04718,1.2552,57.1,-0.251,0.0715,0.3224,680.1462,0.124842,-345.602096,-345.595662,-345.594718,-345.63177,25.692
9876,gdb_9877,CC1(CC1)CCC#N,4.78783,0.98177,0.91368,4.2576,76.18,-0.2823,0.0388,0.3211,1294.202,0.164965,-327.939461,-327.930701,-327.929757,-327.97306,32.135
110714,gdb_110715,COC1C2C=CC1C2O,2.60806,1.46543,1.18478,1.9739,76.31,-0.2237,0.017,0.2406,1114.2842,0.158959,-422.973507,-422.96517,-422.964226,-423.006392,32.198
54096,gdb_54097,CC(=O)C1(O)C2CC1O2,2.9748,1.51952,1.18719,1.2747,68.62,-0.2473,-0.0299,0.2174,1050.3795,0.133581,-458.904806,-458.896561,-458.895617,-458.938019,31.492
5087,gdb_5088,Cc1coc(c1N)N,3.36707,1.95425,1.257,0.9712,68.29,-0.1845,0.0356,0.22,944.9463,0.131404,-379.946842,-379.938667,-379.937723,-379.978865,30.508
115839,gdb_115840,CC1C2CCC(CO)N12,2.2793,1.55513,1.26123,1.0935,81.25,-0.2216,0.0663,0.2879,1126.2568,0.195476,-404.325078,-404.316045,-404.315101,-404.358654,34.77
4576,gdb_4577,Cc1cnc(cn1)N,5.7987,1.55213,1.23485,1.5735,73.14,-0.216,-0.0337,0.1823,952.6011,0.120788,-358.906952,-358.899695,-358.898751,-358.938449,27.2
65127,gdb_65128,CC1(CO1)C1C2CC1O2,3.3649,1.27945,1.16263,1.9442,74.7,-0.2365,0.08,0.3165,1122.1466,0.15806,-422.929413,-422.921334,-422.92039,-422.962415,31.292
84636,gdb_84637,CC1C=CC2NC2C1=O,2.23212,1.81945,1.35732,2.8275,77.33,-0.2302,-0.0219,0.2084,1016.7998,0.149063,-401.95367,-401.945797,-401.944853,-401.985952,30.608
50445,gdb_50446,O=CC1OC=NCC=C1,2.4681,1.64529,1.3147,3.5382,72.7,-0.249,-0.0362,0.2128,1008.5601,0.12402,-437.883618,-437.875615,-437.874671,-437.91686,29.049
40950,gdb_40951,C1CC=CC2(C1)COC2,3.44789,1.22525,1.0804,2.0785,84.02,-0.2423,0.0175,0.2598,1193.5876,0.184916,-387.087498,-387.079541,-387.078596,-387.120173,31.288
110417,gdb_110418,CCC1C2N3C1CC23C,4.54248,1.04764,0.96097,1.5825,86.14,-0.2346,0.0873,0.3218,1339.2567,0.194491,-367.169429,-367.160677,-367.159733,-367.202551,34.013
86419,gdb_86420,CC1CC(C)C2CCC12,2.28434,1.52917,1.08945,0.2271,91.52,-0.2746,0.0764,0.351,1252.861,0.231031,-352.372025,-352.363011,-352.362066,-352.40535,36.084
6630,gdb_6631,CC#CCCC(C)O,6.07477,0.67295,0.63485,1.525,80.91,-0.2374,0.0649,0.3023,1804.8031,0.173973,-348.98954,-348.978981,-348.978036,-349.028872,36.124
45420,gdb_45421,N=C1NC2COC1OC2,2.64159,1.75614,1.72394,4.8746,69.03,-0.2353,0.0263,0.2616,899.2528,0.139576,-455.149148,-455.142192,-455.141248,-455.180341,27.813
80260,gdb_80261,OC1C2OC(=O)C1C=C2,2.29907,2.08971,1.5853,3.5703,64.32,-0.2559,-0.0293,0.2266,877.5696,0.114531,-457.79271,-457.786101,-457.785157,-457.8235,26.841
16885,gdb_16886,CC1=CC2CC2CC1,3.75258,1.76658,1.38664,0.2973,81.04,-0.2126,0.0294,0.242,968.4947,0.179311,-311.883386,-311.876003,-311.875058,-311.914539,29.693
116945,gdb_116946,COCC#CCC(=O)N,5.88335,0.49671,0.48223,2.4975,79.53,-0.2405,0.0259,0.2664,2272.1873,0.1444,-439.071864,-439.060859,-439.059915,-439.111637,36.439
110865,gdb_110866,COC1C2CC(C)C12O,2.16316,1.40364,1.20461,1.2038,79.03,-0.2356,0.0796,0.3152,1190.9339,0.180481,-424.183028,-424.173257,-424.172312,-424.21727,36.339
40930,gdb_40931,C1OC2C1CC21COC1,3.67973,1.30579,1.16857,2.9739,74.33,-0.2418,0.0592,0.301,1095.9793,0.160222,-422.961313,-422.953716,-422.952772,-422.993949,29.03
24675,gdb_24676,c1cc2n(c1)C=CCC2,3.62179,1.59508,1.14281,1.3178,86.65,-0.1977,0.0005,0.1982,1052.8264,0.15173,-364.870249,-364.863371,-364.862426,-364.90132,28.213
63194,gdb_63195,CC1(C)N=C2OC3C2C13,3.27606,1.57837,1.48108,3.5262,76.46,-0.2154,-0.0534,0.1619,966.0021,0.144942,-401.817725,-401.809843,-401.808899,-401.849439,31.783
29207,gdb_29208,Cc1c(c[nH]c(=O)n1)O,3.11384,1.42164,0.98191,6.4943,72.62,-0.2146,-0.0507,0.1639,1127.3811,0.112946,-454.011518,-454.003364,-454.00242,-454.044228,30.395
26329,gdb_26330,CC(O)C1=COC(C)=C1,3.94527,0.97773,0.81287,1.8084,79.09,-0.2125,0.0214,0.2339,1426.3021,0.158187,-423.06355,-423.05421,-423.053266,-423.098001,34.413
47302,gdb_47303,N=C1OCOC(=O)CO1,3.52666,1.36064,1.04115,3.4358,60.33,-0.2811,-0.0261,0.2549,1067.5166,0.101517,-510.979076,-510.971525,-510.970581,-511.012022,27.209
5699,gdb_5700,c1[nH]c2c(n1)OCC2,4.86809,2.14214,1.51979,4.7455,62.98,-0.1883,0.0258,0.2141,780.742,0.111059,-378.743335,-378.737249,-378.736305,-378.773628,23.039
63518,gdb_63519,CC1(C)CC11CC(=N)O1,3.33413,1.12175,1.02603,2.7959,82.03,-0.245,0.0289,0.2738,1261.2473,0.169267,-403.143601,-403.134475,-403.133531,-403.177097,34.978
82070,gdb_82071,CC1C2CC2C1C(N)=O,2.5489,1.39445,1.22075,3.3838,78.98,-0.232,0.0271,0.2591,1132.6924,0.171155,-403.156384,-403.147258,-403.146313,-403.190519,34.478
56017,gdb_56018,CC(=N)OC1CCCO1,3.70704,0.96169,0.92822,2.1563,76.72,-0.2532,0.0337,0.2869,1379.3019,0.171316,-440.311199,-440.301978,-440.301034,-440.346739,33.066
16036,gdb_16037,CC1N2CCC12C#C,3.55414,1.72616,1.42904,1.7915,76.28,-0.227,0.0204,0.2475,930.7094,0.141448,-326.648969,-326.641203,-326.640259,-326.680598,29.938
92971,gdb_92972,C[NH+]1CC=CC1C([O-])=O,2.54617,1.44019,1.11215,5.1361,73.45,-0.2337,-0.0043,0.2294,1130.1701,0.14815,-439.12068,-439.112308,-439.111364,-439.154043,31.075
42731,gdb_42732,O=C1C2CC(O2)C11CC1,2.63679,1.82336,1.41893,2.9617,72.51,-0.2307,-0.0186,0.2121,954.6931,0.136909,-421.801586,-421.794471,-421.793527,-421.833051,28.254
79470,gdb_79471,CN1C2C3CC1(C)C2O3,2.72226,1.80627,1.47104,1.2633,77.77,-0.2115,0.075,0.2864,982.1936,0.171592,-403.0874,-403.079787,-403.078843,-403.118824,31.278
67266,gdb_67267,OC12C3CC1C1C3OC21,2.7133,2.18094,1.73787,0.7823,69.6,-0.2274,0.0717,0.2992,837.2196,0.138012,-421.761615,-421.755412,-421.754467,-421.791743,26.665
94089,gdb_94090,C1CN(CCC1O)C=O,3.59649,1.00864,0.86743,4.4985,77.45,-0.2417,0.0293,0.271,1342.7638,0.172818,-440.327466,-440.31887,-440.317926,-440.360881,32.784
102426,gdb_102427,COC(CO)C#CC#N,2.98254,0.76348,0.6536,6.2257,80.54,-0.2757,-0.0493,0.2264,1669.4464,0.12209,-437.846521,-437.836594,-437.835649,-437.882579,33.76
105648,gdb_105649,COC1(CCC1O)C#C,2.03717,1.42226,1.27637,2.3303,78.09,-0.2497,0.0313,0.281,1146.2225,0.156517,-422.967025,-422.957405,-422.95646,-423.001138,36.009
15369,gdb_15370,COC1CC1OC=N,3.59319,1.32335,1.0652,3.0808,67.76,-0.2514,0.0199,0.2712,1122.2078,0.140301,-400.956618,-400.947935,-400.946991,-400.990626,30.212
33572,gdb_33573,C#CC1(COCO1)C#C,2.17131,1.6399,1.19212,1.1608,73.04,-0.2641,0.0034,0.2675,1064.9712,0.110064,-420.537219,-420.528646,-420.527701,-420.570801,31.558
72772,gdb_72773,OC12CCC1=CC1NC21,2.77049,1.74731,1.48058,1.7145,77.55,-0.2319,0.0024,0.2343,954.5368,0.149199,-401.894798,-401.887521,-401.886577,-401.926001,29.99
27252,gdb_27253,Cc1c2c(co1)CCO2,3.17803,1.54911,1.0656,1.6346,76.32,-0.1953,0.0228,0.2182,1105.8941,0.137585,-421.852871,-421.845175,-421.844231,-421.885243,28.934
125187,gdb_125188,Cc1c2c([nH]nn2)n[nH]1,3.50412,1.65276,1.13093,3.6451,70.91,-0.2268,-0.0312,0.1956,997.9328,0.10412,-429.034663,-429.027506,-429.026562,-429.067252,26.394
123748,gdb_123749,c1cnn(n1)C2CCC2,4.9384,1.056,1.00879,0.6334,78.77,-0.2532,-0.0009,0.2523,1225.3611,0.151111,-398.127197,-398.119788,-398.118843,-398.160057,27.857
23315,gdb_23316,ON=C1CC2OC2C=C1,3.5785,1.26072,1.05655,1.9093,76.13,-0.2286,-0.0449,0.1837,1118.2887,0.1251,-437.839963,-437.832516,-437.831572,-437.871919,29.075
9452,gdb_9453,NC1(COC1=O)C#N,2.95465,1.80699,1.70263,3.869,55.05,-0.2742,-0.0355,0.2388,812.7986,0.08393,-414.6742,-414.666794,-414.66585,-414.706065,25.941
54725,gdb_54726,CC(=O)C1C2C3NC3C12,2.95534,1.47381,1.42433,4.0458,75.47,-0.2122,0.0152,0.2275,1008.1365,0.146454,-401.872232,-401.864183,-401.863239,-401.904894,31.132
46822,gdb_46823,O=C1COC2CC12C#C,2.65533,1.62021,1.17221,2.2729,72.59,-0.2395,-0.0298,0.2097,1031.2774,0.111148,-420.591132,-420.583276,-420.582332,-420.623536,29.869
24626,gdb_24627,c1cn2c(n1)C3(C2)CC3,4.21763,1.36008,1.12862,3.6484,80.54,-0.2091,0.0414,0.2505,1080.2977,0.138545,-380.855092,-380.847896,-380.846952,-380.887235,27.759
99179,gdb_99180,COC(=O)CN1CCC1,5.34505,0.78864,0.71418,1.7151,77.32,-0.2155,0.0175,0.2329,1610.5282,0.169907,-440.287566,-440.277943,-440.276999,-440.323302,33.619
28270,gdb_28271,CC1=Cc2cncn2C1,5.13181,1.22965,1.00435,4.3727,84.6,-0.1969,-0.0166,0.1803,1156.8677,0.139082,-380.925698,-380.918442,-380.917498,-380.957309,28.042
26446,gdb_26447,CC(C=O)C1=COC=C1,3.12483,1.12962,0.8987,2.1059,74.87,-0.2312,-0.0259,0.2052,1270.2714,0.135257,-421.863206,-421.854641,-421.853697,-421.897738,30.803
6676,gdb_6677,NC(=O)CCOC=N,8.4822,0.7416,0.68779,2.7405,64.4,-0.2579,0.0208,0.2786,1543.4114,0.128639,-417.088921,-417.079171,-417.078227,-417.126732,31.369
26942,gdb_26943,Cc1c(cco1)N2CC2,3.00019,1.34375,1.00689,1.2802,80.39,-0.2065,0.024,0.2305,1193.2905,0.147797,-401.945684,-401.937401,-401.936457,-401.979086,30.985
77147,gdb_77148,NC(=O)C1OC(=N)C1O,2.7283,1.38728,1.04712,2.7047,63.16,-0.2547,-0.003,0.2517,1109.3739,0.112278,-491.098355,-491.089745,-491.088801,-491.13268,31.166
109282,gdb_109283,CCC1=CCOC(=O)N1,2.89698,1.21261,0.91026,4.779,75.47,-0.2231,0.0035,0.2266,1287.5275,0.148464,-439.146173,-439.137446,-439.136501,-439.180228,31.885
71125,gdb_71126,CC12CC3C(CO1)N3C2,2.82504,1.86,1.58894,0.8263,77.0,-0.22,0.0813,0.3014,940.629,0.173613,-403.145893,-403.138657,-403.137713,-403.177003,29.986
130223,gdb_130224,C(=O)Oc1c(n[nH]n1)N,3.48229,1.15078,0.88168,3.2101,62.49,-0.2273,-0.0167,0.2106,1203.9669,0.090214,-486.078034,-486.069946,-486.069002,-486.11138,28.406
111623,gdb_111624,OCC1C2CN3CC3C12,3.10432,1.20929,1.14022,1.4431,77.69,-0.2182,0.0654,0.2836,1164.6743,0.172927,-403.089574,-403.081607,-403.080663,-403.12219,31.438
39972,gdb_39973,C1CC11CC2C3CC1N23,3.51545,1.55151,1.39062,1.6589,81.12,-0.2285,0.0853,0.3138,1003.3184,0.173948,-365.96834,-365.961386,-365.960441,-365.99947,29.149
71168,gdb_71169,OC12CN3C(C13)C21CN1,2.69245,1.87638,1.48239,1.7936,71.55,-0.2363,0.0375,0.2738,923.7029,0.136586,-417.896967,-417.889734,-417.88879,-417.928193,29.302
79182,gdb_79183,CC1C2C3CC(C23)C1O,2.48439,1.82268,1.44205,1.3455,80.22,-0.2469,0.0664,0.3133,1005.1733,0.184582,-387.068355,-387.060498,-387.059554,-387.100203,32.196
52421,gdb_52422,C1CC1CCCOC=O,5.53563,0.5027,0.48072,4.2238,81.27,-0.2759,0.0102,0.2861,2244.2148,0.181223,-424.237604,-424.22759,-424.226646,-424.274651,34.977
47621,gdb_47622,C1CNC=C(C1=O)C#N,2.85497,1.43229,0.97798,8.8879,76.96,-0.2361,-0.0554,0.1807,1135.6857,0.115042,-416.86503,-416.857246,-416.856302,-416.897505,28.853
40841,gdb_40842,C1CC1N=C1OC2CC12,5.88347,0.8552,0.833,2.1012,83.21,-0.2306,0.0211,0.2518,1433.5279,0.147625,-401.897061,-401.889194,-401.88825,-401.930128,30.147
76491,gdb_76492,CC1CC2(O1)C(O)C2O,3.19412,1.08423,1.00665,1.6241,72.26,-0.2149,0.041,0.2559,1268.1553,0.156796,-460.115071,-460.10573,-460.104786,-460.149357,34.89
77890,gdb_77891,CC1C(O)C2C(O)C12C,2.12505,1.56417,1.37951,2.6413,78.21,-0.2302,0.0583,0.2885,1100.936,0.181528,-424.199857,-424.190499,-424.189555,-424.233004,36.523
106695,gdb_106696,CC12OC1(CO)C1CC21,2.49869,1.50018,1.16662,2.1914,74.77,-0.2486,0.0724,0.321,1121.7134,0.15795,-422.971761,-422.963093,-422.962149,-423.00508,33.171
75517,gdb_75518,CC1=CCCN=COC1,2.5887,1.45257,1.11772,1.9142,82.85,-0.2344,0.0129,0.2473,1166.704,0.1718,-403.14984,-403.141286,-403.140342,-403.182825,32.793
2975,gdb_2976,NC(C#N)C1CC1,4.36561,1.96172,1.44958,4.6186,61.24,-0.2606,0.0246,0.2852,826.9051,0.125753,-304.688358,-304.680956,-304.680012,-304.719921,26.658
81419,gdb_81420,CC12CC1C1CC2C1O,2.31648,1.96319,1.46986,1.3879,80.91,-0.2461,0.0778,0.3239,995.7701,0.184663,-387.055099,-387.047496,-387.046551,-387.086392,32.327
112855,gdb_112856,OCC1CC(O)C2NC12,2.94933,1.1594,0.94711,3.0814,73.97,-0.2369,0.0711,0.308,1268.7624,0.172336,-440.261313,-440.252595,-440.251651,-440.294852,33.433
99776,gdb_99777,CCC(C(C)C)C1CC1,1.68067,1.3198,0.90278,0.1076,95.69,-0.2677,0.0812,0.3489,1500.0078,0.250909,-353.554615,-353.543468,-353.542524,-353.590816,42.054
42980,gdb_42981,O=C1C2CN2CC11CN1,2.84118,1.70775,1.2913,2.2699,73.05,-0.244,-0.0352,0.2088,987.7784,0.137973,-417.978711,-417.971468,-417.970523,-418.010367,28.448
123196,gdb_123197,CCCOCCCC#N,9.97199,0.40921,0.39892,4.751,85.46,-0.2645,0.0363,0.3008,2687.7826,0.192252,-404.36596,-404.354844,-404.3539,-404.403995,37.673
962,gdb_963,Cc1c(cc[nH]1)N,3.64667,3.22757,1.73951,1.4211,64.04,-0.1744,0.0523,0.2267,713.5505,0.126463,-304.73336,-304.72601,-304.725066,-304.764728,26.72
